locusId	sysName	desc	comb	setATCH264 M9
HER17_RS01185	HER17_RS01185	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	HER17_RS01185 TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	0.0952518149689574
HER17_RS01190	HER17_RS01190	ECA oligosaccharide polymerase	HER17_RS01190 ECA oligosaccharide polymerase	0.288099556114284
HER17_RS01195	HER17_RS01195	lipopolysaccharide N-acetylmannosaminouronosyltransferase	HER17_RS01195 lipopolysaccharide N-acetylmannosaminouronosyltransferase	0.0638196884098607
HER17_RS01200	HER17_RS01200	amino acid permease	HER17_RS01200 amino acid permease	-0.0198181575504186
HER17_RS01225	HER17_RS01225	histidine-type phosphatase	HER17_RS01225 histidine-type phosphatase	-0.220477447454669
HER17_RS01230	HER17_RS01230	adenylosuccinate lyase	HER17_RS01230 adenylosuccinate lyase	0.148973878265072
HER17_RS01235	HER17_RS01235	GNAT family N-acetyltransferase	HER17_RS01235 GNAT family N-acetyltransferase	-0.0386380695585036
HER17_RS01240	HER17_RS01240	amino acid ABC transporter substrate-binding protein	HER17_RS01240 amino acid ABC transporter substrate-binding protein	-0.0997448378342896
HER17_RS01245	HER17_RS01245	amino acid ABC transporter permease	HER17_RS01245 amino acid ABC transporter permease	-0.0935943816407507
HER17_RS01250	HER17_RS01250	amino acid ABC transporter ATP-binding protein	HER17_RS01250 amino acid ABC transporter ATP-binding protein	-0.137295106226602
HER17_RS01255	HER17_RS01255	amidohydrolase	HER17_RS01255 amidohydrolase	0.0761882902966846
HER17_RS01260	HER17_RS01260	ATP-binding cassette domain-containing protein	HER17_RS01260 ATP-binding cassette domain-containing protein	-0.502849616900692
HER17_RS01265	HER17_RS01265	amino acid ABC transporter permease	HER17_RS01265 amino acid ABC transporter permease	0.160347751529955
HER17_RS01270	HER17_RS01270	ABC transporter permease subunit	HER17_RS01270 ABC transporter permease subunit	-0.208282507409044
HER17_RS01275	HER17_RS01275	amino acid ABC transporter substrate-binding protein	HER17_RS01275 amino acid ABC transporter substrate-binding protein	0.0605013172453879
HER17_RS01280	HER17_RS01280	sulfite exporter TauE/SafE family protein	HER17_RS01280 sulfite exporter TauE/SafE family protein	0.270870649648382
HER17_RS01285	HER17_RS01285	MmgE/PrpD family protein	HER17_RS01285 MmgE/PrpD family protein	-0.164975677152642
HER17_RS01290	HER17_RS01290	MmgE/PrpD family protein	HER17_RS01290 MmgE/PrpD family protein	0.50647812881845
HER17_RS01295	HER17_RS01295	GntR family transcriptional regulator	HER17_RS01295 GntR family transcriptional regulator	-0.085438437664588
HER17_RS01300	HER17_RS01300	protoheme IX biogenesis protein HemY	HER17_RS01300 protoheme IX biogenesis protein HemY	-0.0874979226978538
HER17_RS01305	HER17_RS01305	uroporphyrinogen-III C-methyltransferase	HER17_RS01305 uroporphyrinogen-III C-methyltransferase	0.211315518272147
HER17_RS01320	HER17_RS01320	class I adenylate cyclase	HER17_RS01320 class I adenylate cyclase	0.0412877583011304
HER17_RS01325	HER17_RS01325	MFS transporter	HER17_RS01325 MFS transporter	-0.101846606766345
HER17_RS01330	HER17_RS01330	iron donor protein CyaY	HER17_RS01330 iron donor protein CyaY	-0.0913957986677914
HER17_RS01335	HER17_RS01335	lipoprotein	HER17_RS01335 lipoprotein	0.411180148940993
HER17_RS01345	HER17_RS01345	DUF484 domain-containing protein	HER17_RS01345 DUF484 domain-containing protein	-0.53997664081987
HER17_RS01350	HER17_RS01350	tyrosine recombinase XerC	HER17_RS01350 tyrosine recombinase XerC	-0.403107625711044
HER17_RS01355	HER17_RS01355	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	HER17_RS01355 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	0.0562344431395219
HER17_RS01360	HER17_RS01360	DNA helicase II	HER17_RS01360 DNA helicase II	0.0627357147765613
HER17_RS01365	HER17_RS01365	cyclase family protein	HER17_RS01365 cyclase family protein	-0.164774203985968
HER17_RS01370	HER17_RS01370	magnesium/cobalt transporter CorA	HER17_RS01370 magnesium/cobalt transporter CorA	0.0147272968008185
HER17_RS01375	HER17_RS01375	AbrB family transcriptional regulator	HER17_RS01375 AbrB family transcriptional regulator	-0.302008921506023
HER17_RS01380	HER17_RS01380	EamA family transporter RarD	HER17_RS01380 EamA family transporter RarD	-0.0287436690718288
HER17_RS01385	HER17_RS01385	thioesterase family protein	HER17_RS01385 thioesterase family protein	-0.276304616951037
HER17_RS01390	HER17_RS01390	phospholipase A	HER17_RS01390 phospholipase A	0.0953681381097238
HER17_RS01395	HER17_RS01395	ATP-dependent DNA helicase RecQ	HER17_RS01395 ATP-dependent DNA helicase RecQ	-0.108828794656571
HER17_RS01400	HER17_RS01400	threonine export protein RhtC	HER17_RS01400 threonine export protein RhtC	0.171413557378218
HER17_RS01405	HER17_RS01405	homoserine/homoserine lactone efflux protein	HER17_RS01405 homoserine/homoserine lactone efflux protein	-0.0177549441240537
HER17_RS01410	HER17_RS01410	lysophospholipase L2	HER17_RS01410 lysophospholipase L2	0.0858789076774942
HER17_RS01415	HER17_RS01415	sugar/pyridoxal phosphate phosphatase YigL	HER17_RS01415 sugar/pyridoxal phosphate phosphatase YigL	-0.145549951915034
HER17_RS01420	HER17_RS01420	glycerophosphodiester phosphodiesterase	HER17_RS01420 glycerophosphodiester phosphodiesterase	-0.172468183229124
HER17_RS01425	HER17_RS01425	glycerol-3-phosphate transporter	HER17_RS01425 glycerol-3-phosphate transporter	0.0259216023512807
HER17_RS01430	HER17_RS01430	anaerobic glycerol-3-phosphate dehydrogenase subunit A	HER17_RS01430 anaerobic glycerol-3-phosphate dehydrogenase subunit A	0.0566759345864558
HER17_RS01435	HER17_RS01435	glycerol-3-phosphate dehydrogenase subunit GlpB	HER17_RS01435 glycerol-3-phosphate dehydrogenase subunit GlpB	-0.324680012265607
HER17_RS01440	HER17_RS01440	anaerobic glycerol-3-phosphate dehydrogenase subunit C	HER17_RS01440 anaerobic glycerol-3-phosphate dehydrogenase subunit C	0.0590253293366509
HER17_RS01445	HER17_RS01445	pirin family protein	HER17_RS01445 pirin family protein	0.0209561324575744
HER17_RS01450	HER17_RS01450	gluconate operon transcriptional repressor GntR	HER17_RS01450 gluconate operon transcriptional repressor GntR	-0.143032340346196
HER17_RS01455	HER17_RS01455	gluconokinase	HER17_RS01455 gluconokinase	0.186284933039478
HER17_RS01460	HER17_RS01460	GntP family permease	HER17_RS01460 GntP family permease	-0.0650566789907641
HER17_RS01475	HER17_RS01475	hypothetical protein	HER17_RS01475 hypothetical protein	0.0323502973147347
HER17_RS01480	HER17_RS01480	sensor histidine kinase	HER17_RS01480 sensor histidine kinase	-0.0622590399866259
HER17_RS01485	HER17_RS01485	1,4-alpha-glucan branching enzyme	HER17_RS01485 1,4-alpha-glucan branching enzyme	0.0280050874589366
HER17_RS01490	HER17_RS01490	glycogen debranching protein GlgX	HER17_RS01490 glycogen debranching protein GlgX	0.153905849412594
HER17_RS01495	HER17_RS01495	glucose-1-phosphate adenylyltransferase	HER17_RS01495 glucose-1-phosphate adenylyltransferase	-0.189661724859472
HER17_RS01500	HER17_RS01500	glycogen synthase GlgA	HER17_RS01500 glycogen synthase GlgA	0.063184416495943
HER17_RS01505	HER17_RS01505	glycogen phosphorylase	HER17_RS01505 glycogen phosphorylase	0.0167188404844014
HER17_RS01515	HER17_RS01515	thiosulfate sulfurtransferase GlpE	HER17_RS01515 thiosulfate sulfurtransferase GlpE	0.0431345355226982
HER17_RS01520	HER17_RS01520	bifunctional glucose-1-phosphatase/inositol phosphatase	HER17_RS01520 bifunctional glucose-1-phosphatase/inositol phosphatase	-0.0832635008491724
HER17_RS01525	HER17_RS01525	rhomboid family intramembrane serine protease GlpG	HER17_RS01525 rhomboid family intramembrane serine protease GlpG	0.0357647025192864
HER17_RS01530	HER17_RS01530	DeoR/GlpR family transcriptional regulator	HER17_RS01530 DeoR/GlpR family transcriptional regulator	-0.895278195117045
HER17_RS01535	HER17_RS01535	maltodextrin phosphorylase	HER17_RS01535 maltodextrin phosphorylase	-0.0313420270614726
HER17_RS01540	HER17_RS01540	4-alpha-glucanotransferase	HER17_RS01540 4-alpha-glucanotransferase	0.132888368742906
HER17_RS01550	HER17_RS01550	DNA utilization protein GntX	HER17_RS01550 DNA utilization protein GntX	0.246321545707549
HER17_RS01555	HER17_RS01555	pimeloyl-ACP methyl ester esterase BioH	HER17_RS01555 pimeloyl-ACP methyl ester esterase BioH	-0.0108646665494865
HER17_RS01560	HER17_RS01560	multidrug efflux RND transporter permease AcrD	HER17_RS01560 multidrug efflux RND transporter permease AcrD	-0.0399869112697309
HER17_RS01565	HER17_RS01565	cysteine hydrolase	HER17_RS01565 cysteine hydrolase	0.181638271046039
HER17_RS01570	HER17_RS01570	MBL fold metallo-hydrolase	HER17_RS01570 MBL fold metallo-hydrolase	-0.0353195859904747
HER17_RS01575	HER17_RS01575	helix-turn-helix domain-containing protein	HER17_RS01575 helix-turn-helix domain-containing protein	0.0690773802236968
HER17_RS01580	HER17_RS01580	alkaline phosphatase	HER17_RS01580 alkaline phosphatase	-0.0564797843764069
HER17_RS01585	HER17_RS01585	hypothetical protein	HER17_RS01585 hypothetical protein	0.532732962474741
HER17_RS01590	HER17_RS01590	ABC transporter ATP-binding protein	HER17_RS01590 ABC transporter ATP-binding protein	0.380328173195057
HER17_RS01595	HER17_RS01595	FtsX-like permease family protein	HER17_RS01595 FtsX-like permease family protein	0.0387802451842834
HER17_RS01600	HER17_RS01600	5-dehydro-4-deoxy-D-glucuronate isomerase	HER17_RS01600 5-dehydro-4-deoxy-D-glucuronate isomerase	-0.128970169417224
HER17_RS01605	HER17_RS01605	2-keto-3-deoxygluconate transporter	HER17_RS01605 2-keto-3-deoxygluconate transporter	-0.369336199034223
HER17_RS01610	HER17_RS01610	IclR family transcriptional regulator	HER17_RS01610 IclR family transcriptional regulator	0.042071780961944
HER17_RS01615	HER17_RS01615	RNA-binding transcriptional accessory protein	HER17_RS01615 RNA-binding transcriptional accessory protein	-0.0633193190435148
HER17_RS01620	HER17_RS01620	citrate synthase	HER17_RS01620 citrate synthase	0.0202027104411817
HER17_RS01625	HER17_RS01625	MCP four helix bundle domain-containing protein	HER17_RS01625 MCP four helix bundle domain-containing protein	-0.00763830955770328
HER17_RS01630	HER17_RS01630	hypothetical protein	HER17_RS01630 hypothetical protein	-0.175132694163197
HER17_RS01635	HER17_RS01635	GNAT family N-acetyltransferase	HER17_RS01635 GNAT family N-acetyltransferase	0.0445441449488413
HER17_RS01645	HER17_RS01645	type II toxin-antitoxin system HipA family toxin	HER17_RS01645 type II toxin-antitoxin system HipA family toxin	-0.0691395908579338
HER17_RS01650	HER17_RS01650	transcription elongation factor GreB	HER17_RS01650 transcription elongation factor GreB	0.147057921002647
HER17_RS01655	HER17_RS01655	CoA ester lyase	HER17_RS01655 CoA ester lyase	0.0781032526930054
HER17_RS01660	HER17_RS01660	IucA/IucC family siderophore biosynthesis protein	HER17_RS01660 IucA/IucC family siderophore biosynthesis protein	0.0041896174631666
HER17_RS01665	HER17_RS01665	TonB-dependent siderophore receptor	HER17_RS01665 TonB-dependent siderophore receptor	0.0118028137746837
HER17_RS01670	HER17_RS01670	Y4yA family PLP-dependent enzyme	HER17_RS01670 Y4yA family PLP-dependent enzyme	-0.0702890509414797
HER17_RS01675	HER17_RS01675	cysteine synthase family protein	HER17_RS01675 cysteine synthase family protein	-0.211667983817003
HER17_RS01680	HER17_RS01680	NAD/NADP octopine/nopaline dehydrogenase family protein	HER17_RS01680 NAD/NADP octopine/nopaline dehydrogenase family protein	0.118541655818838
HER17_RS01685	HER17_RS01685	MFS transporter	HER17_RS01685 MFS transporter	-0.261081052340477
HER17_RS01690	HER17_RS01690	ABC transporter substrate-binding protein	HER17_RS01690 ABC transporter substrate-binding protein	-0.206031479228861
HER17_RS01695	HER17_RS01695	ParB N-terminal domain-containing protein	HER17_RS01695 ParB N-terminal domain-containing protein	-0.323470749474379
HER17_RS01700	HER17_RS01700	two-component system response regulator OmpR	HER17_RS01700 two-component system response regulator OmpR	0.0117306588368236
HER17_RS01705	HER17_RS01705	two-component system sensor histidine kinase EnvZ	HER17_RS01705 two-component system sensor histidine kinase EnvZ	0.0795939918340325
HER17_RS01710	HER17_RS01710	phosphoenolpyruvate carboxykinase (ATP)	HER17_RS01710 phosphoenolpyruvate carboxykinase (ATP)	-0.0258751214603601
HER17_RS01715	HER17_RS01715	Hsp33 family molecular chaperone HslO	HER17_RS01715 Hsp33 family molecular chaperone HslO	-0.0245752562933608
HER17_RS01720	HER17_RS01720	ribosome-associated heat shock protein Hsp15	HER17_RS01720 ribosome-associated heat shock protein Hsp15	0.392069207084782
HER17_RS01725	HER17_RS01725	GMP/IMP nucleotidase	HER17_RS01725 GMP/IMP nucleotidase	0.112046329794471
HER17_RS01735	HER17_RS01735	ADP compounds hydrolase NudE	HER17_RS01735 ADP compounds hydrolase NudE	-0.0244924813156324
HER17_RS01740	HER17_RS01740	DUF1593 domain-containing protein	HER17_RS01740 DUF1593 domain-containing protein	-0.00284014706066249
HER17_RS01745	HER17_RS01745	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	HER17_RS01745 peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	-0.0187861610014781
HER17_RS01750	HER17_RS01750	pilus assembly protein PilM	HER17_RS01750 pilus assembly protein PilM	0.105695763586922
HER17_RS01755	HER17_RS01755	PilN domain-containing protein	HER17_RS01755 PilN domain-containing protein	0.189714071174353
HER17_RS01760	HER17_RS01760	hypothetical protein	HER17_RS01760 hypothetical protein	0.335150193622731
HER17_RS01765	HER17_RS01765	DUF2531 family protein	HER17_RS01765 DUF2531 family protein	-0.163867499679287
HER17_RS01770	HER17_RS01770	DNA uptake porin HofQ	HER17_RS01770 DNA uptake porin HofQ	0.00228235301968471
HER17_RS01780	HER17_RS01780	3-dehydroquinate synthase	HER17_RS01780 3-dehydroquinate synthase	0.0881264245995985
HER17_RS01785	HER17_RS01785	SPOR domain-containing protein	HER17_RS01785 SPOR domain-containing protein	0.236086622304359
HER17_RS01800	HER17_RS01800	phosphoglycolate phosphatase	HER17_RS01800 phosphoglycolate phosphatase	0.0215233692942962
HER17_RS01810	HER17_RS01810	amidohydrolase	HER17_RS01810 amidohydrolase	-0.117546370438559
HER17_RS01815	HER17_RS01815	transporter substrate-binding domain-containing protein	HER17_RS01815 transporter substrate-binding domain-containing protein	-0.0989616975115193
HER17_RS01820	HER17_RS01820	ATP-binding cassette domain-containing protein	HER17_RS01820 ATP-binding cassette domain-containing protein	-0.260492480902629
HER17_RS01825	HER17_RS01825	ABC transporter permease	HER17_RS01825 ABC transporter permease	0.0349837413977527
HER17_RS01830	HER17_RS01830	ABC transporter permease subunit	HER17_RS01830 ABC transporter permease subunit	0.0405528685493415
HER17_RS01835	HER17_RS01835	uroporphyrinogen-III C-methyltransferase	HER17_RS01835 uroporphyrinogen-III C-methyltransferase	-0.0285123261627116
HER17_RS01840	HER17_RS01840	nitrite reductase small subunit NirD	HER17_RS01840 nitrite reductase small subunit NirD	0.0380606732173054
HER17_RS01845	HER17_RS01845	nitrite reductase large subunit	HER17_RS01845 nitrite reductase large subunit	-0.00335857472147705
HER17_RS01850	HER17_RS01850	mandelate racemase family protein	HER17_RS01850 mandelate racemase family protein	0.408568479496651
HER17_RS01855	HER17_RS01855	ABC transporter substrate-binding protein	HER17_RS01855 ABC transporter substrate-binding protein	0.057757472701023
HER17_RS01860	HER17_RS01860	ABC transporter permease	HER17_RS01860 ABC transporter permease	-0.0732804482323144
HER17_RS01865	HER17_RS01865	ABC transporter permease	HER17_RS01865 ABC transporter permease	0.028798092356165
HER17_RS01870	HER17_RS01870	ABC transporter ATP-binding protein	HER17_RS01870 ABC transporter ATP-binding protein	0.227516507598005
HER17_RS01875	HER17_RS01875	ATP-binding cassette domain-containing protein	HER17_RS01875 ATP-binding cassette domain-containing protein	0.111525479483846
HER17_RS01880	HER17_RS01880	peptidylprolyl isomerase A	HER17_RS01880 peptidylprolyl isomerase A	0.159969688624731
HER17_RS01885	HER17_RS01885	pectate lyase	HER17_RS01885 pectate lyase	0.178496413118982
HER17_RS01890	HER17_RS01890	polysaccharide lyase	HER17_RS01890 polysaccharide lyase	-0.0502953277652445
HER17_RS01895	HER17_RS01895	polysaccharide lyase	HER17_RS01895 polysaccharide lyase	0.0041896174631666
HER17_RS01900	HER17_RS01900	polysaccharide lyase	HER17_RS01900 polysaccharide lyase	-0.030357261938011
HER17_RS01905	HER17_RS01905	aminodeoxychorismate synthase component II	HER17_RS01905 aminodeoxychorismate synthase component II	-0.171438577298629
HER17_RS01910	HER17_RS01910	aspartate aminotransferase family protein	HER17_RS01910 aspartate aminotransferase family protein	-0.260999167575733
HER17_RS01920	HER17_RS01920	OsmC family protein	HER17_RS01920 OsmC family protein	0.0551528205164178
HER17_RS01925	HER17_RS01925	phosphoribulokinase	HER17_RS01925 phosphoribulokinase	0.122222127652524
HER17_RS01930	HER17_RS01930	YheU family protein	HER17_RS01930 YheU family protein	-0.220711869083222
HER17_RS01935	HER17_RS01935	hydrolase	HER17_RS01935 hydrolase	-0.262694454938401
HER17_RS01940	HER17_RS01940	LysE family translocator	HER17_RS01940 LysE family translocator	0.035686819298907
HER17_RS01945	HER17_RS01945	ABC transporter ATP-binding protein	HER17_RS01945 ABC transporter ATP-binding protein	-0.0959496797242934
HER17_RS01950	HER17_RS01950	glutathione-regulated potassium-efflux system ancillary protein KefG	HER17_RS01950 glutathione-regulated potassium-efflux system ancillary protein KefG	0.126169419173273
